trial,method,inlier_ratio,noise_sigma,coherent_outlier_probability,coherent_outlier_spread,unary_separation,distractor_score_bonus,rotation_error_deg,translation_error,success,runtime_seconds
9,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.1557490906128943,0.0008158086760255,True,0.2426256420003483
9,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.1557468551662328,0.0008158090551955,True,0.25611902700075
10,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.3662490307452706,0.0065376010385716,True,0.2291219479993742
10,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.3662617963524459,0.0065374790238397,True,0.2546042920002946
11,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.570033029195402,0.0034686255718608,True,0.2463519459997769
11,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.5700329376303064,0.0034686253769715,True,0.2631139980003354
12,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.0739616076471191,0.0015242503936609,True,0.2319990750002034
12,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.0739867124858036,0.0015244646877881,True,0.257775465001032
13,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.1702349504321577,0.005440155808739,True,0.2319626349999453
13,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.1702349655430128,0.0054401562542694,True,0.2576097769997432
14,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.1674915768216056,0.0033907893149916,True,0.2292567339991364
14,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.1674913632841474,0.0033907871586888,True,0.2554609210001217
15,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.6619593747606448,0.0020736664323115,True,0.2310818340010882
15,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.6619665758262183,0.0020737494649883,True,0.2568471389986371
16,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.1522206426281324,0.0038092702674913,True,0.227510770999288
16,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.1522207935565039,0.0038092842592836,True,0.2522632230011368
17,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.4113039967105569,0.0019702346244384,True,0.2221437110001716
17,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.4113012574167595,0.00197023565024,True,0.2485079070011124
18,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.4457995296477197,0.0010189960008364,True,0.2286229020010068
18,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.4457994496853221,0.0010189963466494,True,0.2533423999993829
19,one_hop,0.03,0.01,0.0,0.055,0.0,0.0,0.3836223976095382,0.0039298116423065,True,0.2302869320010359
19,sagereg,0.03,0.01,0.0,0.055,0.0,0.0,0.3836225813602855,0.0039298092925926,True,0.2547607060005248
20,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.5889988541402281,0.0043196095732686,True,0.2405420590002904
20,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.5889987996798396,0.004319609806631,True,0.2705491870001424
21,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.3628265786657295,0.0031588348509507,True,0.2302599619997636
21,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3628274400139,0.0031587700152268,True,0.2572290000007342
22,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.3264867667759609,0.0019101994307028,True,0.2207725629996275
22,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3264195641707546,0.0019107521660928,True,0.246812437000699
23,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.1029087238472866,0.0025258813368004,True,0.2360311820011702
23,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.1029091211185582,0.0025258874820988,True,0.2606848110008286
24,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.312763348449988,0.0051665652593683,True,0.2236169860007066
24,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3127466987536296,0.0051663722093598,True,0.2500301330001093
25,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.777185373082486,0.005070808696951,True,0.2254730490003567
25,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.7771849932999906,0.0050708078615342,True,0.2509930199994414
26,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.366254678086458,0.0012788550481046,True,0.2325862199995754
26,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3662550033351779,0.0012788575156055,True,0.2566184770003019
27,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.2255231373294609,0.0012841083925906,True,0.2274467510014801
27,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.2255231865361603,0.0012841092672659,True,0.2501366449996567
28,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.5810412961814887,0.0071419773313753,True,0.2313724359992193
28,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.581041537713797,0.0071419727619244,True,0.2534880779985542
29,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.1468344565551432,0.00140615267321,True,0.2328530800004955
29,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.1468293812852145,0.0014061654723389,True,0.2595556779997423
30,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.5508331218926471,0.0070261112296516,True,0.2303041739996842
30,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.5508331393991397,0.0070261098991562,True,0.2512787160012522
31,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.308902890485198,0.0054459829617654,True,0.2243551770006888
31,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3089036321153404,0.0054459872769679,True,0.2492705499989824
32,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.1497683575775352,0.002608031321582,True,0.2288774909993662
32,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.1480186533250053,0.0026107693064725,True,0.2545287119992281
33,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.4495882338833842,0.003186308531155,True,0.2340126150011201
33,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.449588206365943,0.0031863054339512,True,0.2598821619994851
34,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.375086196988134,0.0044536572604771,True,0.2254815689993847
34,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.3750898679684399,0.0044537182076789,True,0.2513584959997388
35,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.572376786242571,0.0022503462958849,True,0.2260419230005936
35,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.5723766867960768,0.0022503431721779,True,0.2505413149992819
36,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.4238225587765777,0.0082263164613266,True,0.2292195059999358
36,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.4238225889162559,0.0082263140789857,True,0.2544141580001451
37,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.2217041567411492,0.0008608838925875,True,0.2343234029995073
37,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.2217041316811122,0.000860883934725,True,0.2600600950008811
38,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.7335067383483986,0.0034447174621724,True,0.2302622519982833
38,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.7335059440389844,0.0034446938445137,True,0.2551839170009771
39,one_hop,0.03,0.01,0.0,0.055,0.0,0.25,0.2256389096074244,0.0024986359181699,True,0.2276677919999201
39,sagereg,0.03,0.01,0.0,0.055,0.0,0.25,0.2256394271686622,0.0024986419576803,True,0.2535000770003535
40,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.1649696433365114,0.0018150674025614,True,0.2295622500005265
40,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.1649695640098475,0.0018150800417214,True,0.2543038599997089
41,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2365721786069223,0.0016873416691609,True,0.2317670450011064
41,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2365726084617148,0.0016873440059102,True,0.2566359230004309
42,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.4383257495172197,0.004439341388494,True,0.2272468459996162
42,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.4383257229025367,0.0044393399691059,True,0.25429817100121
43,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2035759870377052,0.0033084088626264,True,0.2221448919990507
43,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2035684635010036,0.0033084043801809,True,0.2488953379997838
44,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.3544631167143142,0.0033179073407042,True,0.2286249450007744
44,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.354297324385852,0.0033171562318752,True,0.2538852760008012
45,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.192245821728888,0.0039270559931513,True,0.2261469290006061
45,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.1922439740326795,0.0039270378275774,True,0.2495180080004502
46,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2630385692283477,0.0051374470858759,True,0.2265576959998725
46,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2630382612815428,0.0051374582462679,True,0.2507071920008457
47,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.1431811593424716,0.0027278928534417,True,0.225785825999992
47,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.1431811655839939,0.0027278951459769,True,0.2527740579989768
48,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2338541553169994,0.0065185779429516,True,0.2263568720009061
48,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2338001338998386,0.0065183611687332,True,0.2517979240001295
49,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2693715636193317,0.001175753744741,True,0.2283252109991735
49,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2693716236854513,0.001175753805288,True,0.2547230099989974
50,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2833514901774958,0.001400228086289,True,0.2204287129989097
50,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2833514856781272,0.0014002281042453,True,0.2460794509988773
51,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2092628597078727,0.0023180245482656,True,0.2231413560002693
51,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2092714250138351,0.0023180607076605,True,0.2497633290004159
52,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.4040620110611929,0.005609590678478,True,0.226298368001153
52,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.404062258648271,0.0056095951188403,True,0.2514376419985638
53,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2374414049536247,0.003290270314147,True,0.2274415280007815
53,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2374413522641911,0.0032902691734883,True,0.2544276539993007
54,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.3498485500126737,0.0031862574591,True,0.2266202970004087
54,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.3498493982705259,0.0031862478784348,True,0.2526118149999092
55,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.2282293628376598,0.0051349550450467,True,0.2266928380013269
55,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2282292245564955,0.005134939482957,True,0.2507894069985923
56,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.5239779040559354,0.0032055657385224,True,0.2224327040003118
56,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.5239779277613825,0.0032055655466486,True,0.2474975149998499
57,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.295902831181599,0.0036702542455115,True,0.2264150150003843
57,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.2959028400252734,0.0036702539289309,True,0.2518882789991039
58,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.3377124442717285,0.0035715726216842,True,0.2242659220009955
58,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.3377126336449859,0.0035716138807441,True,0.2504218829999445
59,one_hop,0.03,0.01,0.0,0.055,0.5,0.0,0.4680130317683739,0.0055588471887564,True,0.2254056910005601
59,sagereg,0.03,0.01,0.0,0.055,0.5,0.0,0.4680129412019546,0.0055588464507447,True,0.2513280559996929
60,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.4318189919169203,0.0064386134800373,True,0.2290517220008041
60,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.4318193796843702,0.0064386087494186,True,0.2535423709996394
61,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.2571898747791795,0.0049379286111492,True,0.2273742689994833
61,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.2571888350871253,0.0049379514348656,True,0.2545341479999479
62,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.3209001049820459,0.0028103868885381,True,0.2248411600012332
62,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.3208798269400852,0.0028105095575475,True,0.2499399709995486
63,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.4478895643996703,0.0042882915343659,True,0.2261046379990148
63,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.4478600483658039,0.0042883244523877,True,0.2505775310000899
64,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.2227802607550456,0.0020961728990457,True,0.2277807120008219
64,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.2227810160399404,0.0020961797553803,True,0.2535603010001068
65,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.2571553739293415,0.0024332799410808,True,0.226017001999935
65,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.257150298076706,0.0024333003904985,True,0.2525074080003833
66,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,1.2000521923836798,0.0094491929229329,True,0.2268450550000125
66,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,1.2000518596891676,0.0094491990278862,True,0.253111487998467
67,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.4924218971801757,0.0015029175873068,True,0.2249503279999771
67,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.4924219844061164,0.0015029176535788,True,0.2491777260001981
68,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.2295932230381756,0.00700931096127,True,0.2224175079991255
68,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.2295930713327392,0.0070093096853568,True,0.2503496640001685
69,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.4789598526237249,0.003624373393537,True,0.2301461229999404
69,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.4789596846130088,0.0036243668490398,True,0.2560690970003634
70,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.1310973878283711,0.0028137789255236,True,0.2278268549998756
70,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.1310971784248281,0.0028137815677789,True,0.2493757199990796
71,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.3908171141376015,0.0020217517293631,True,0.223961441000938
71,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.3908171710341973,0.0020217498224976,True,0.254256352000084
72,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.3846541563840091,0.0015641524145133,True,0.2254583309986628
72,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.3846540584293922,0.0015641528989583,True,0.2489364100001694
73,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.189168165078999,0.0029853665002783,True,0.2289642779996938
73,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.1891684672005047,0.0029853704040462,True,0.2552943619994039
74,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.5935148869976025,0.0061514061909811,True,0.2268677569991268
74,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.5935148557650116,0.0061514061976958,True,0.2512968530008947
75,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.3190654616541665,0.0046977394552674,True,0.2258313620004628
75,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.319333852578912,0.0047975079521616,True,0.249958713999149
76,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.5611048903409457,0.0041393575170411,True,0.2238079919989104
76,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.5611019282858414,0.0041393529571427,True,0.2494885420001082
77,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.2818991652992392,0.0040305531601809,True,0.2364659780014335
77,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.2819054444069166,0.0040305985797188,True,0.2576078710008005
78,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.7446963054832026,0.0028697972930008,True,0.2330658750015573
78,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.7446955281375459,0.0028698015808373,True,0.2580118949990719
79,one_hop,0.03,0.01,0.0,0.055,0.5,0.25,0.6285218717068973,0.0039919151078083,True,0.2277885660005267
79,sagereg,0.03,0.01,0.0,0.055,0.5,0.25,0.6285044314328512,0.0039924539024462,True,0.2539510669994342
80,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.1161255502580664,0.0030898932338318,True,0.2201756790000217
80,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.1161255433281645,0.0030898933403849,True,0.2449199490001774
81,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.5935168633159718,0.0057604453772222,True,0.2281996720012102
81,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.5935168991491997,0.0057604457562545,True,0.2555124939990492
82,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.810705190313138,0.0022633290306229,True,0.2292566920004901
82,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.8106925355088169,0.0022633965864493,True,0.2538978060001682
83,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.5422057253312319,0.0054535106773003,True,0.2259101049985474
83,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.5422056247890702,0.0054535098081588,True,0.2505706739993911
84,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.4387207114386695,0.0040113352097188,True,0.2260844869997527
84,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.4387202429505606,0.0040113298558817,True,0.2515503760005231
85,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.8523378211153811,0.0045031383914538,True,0.2254381219991046
85,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.8523376125471394,0.0045031381483312,True,0.2503964570005337
86,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.5021888501094788,0.0015229446860599,True,0.228299231001074
86,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.5021858719828977,0.0015228889166164,True,0.2535156860012648
87,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.2248434566191807,0.0023870038570867,True,0.2254255589996319
87,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.2248522490443996,0.0023870135032765,True,0.2544769910000468
88,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,1.2579954245554212,0.009365267044307,True,0.2265213770006084
88,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,1.258003088725546,0.0093653690963693,True,0.2519130130003759
89,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.8010338294559302,0.0027561833892803,True,0.229672629999186
89,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.8010360002121074,0.0027561890392018,True,0.2553553630004899
90,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.6217021624886853,0.0035406814746548,True,0.2269534860006388
90,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.6217341019502797,0.0035408440767866,True,0.2522394740008167
91,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.1694369049211068,0.0028509846568397,True,0.220007144000192
91,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.1694314874620646,0.0028510829682875,True,0.2443888220004737
92,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.2984863523442412,0.0044909157152049,True,0.2276568760007649
92,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.2984863187312111,0.004490914133814,True,0.2516518529992027
93,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.5493966123457991,0.0042439553010173,True,0.2317423410004266
93,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.5493959299803145,0.0042439443901611,True,0.2516685709997546
94,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.6775435137365853,0.0067807308659259,True,0.2309095369982969
94,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.6775420035485042,0.0067807012424377,True,0.256089926999266
95,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.2880225897830014,0.0003379276157609,True,0.224266692999663
95,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.2883053654227779,0.0003375055169235,True,0.2496765079995384
96,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.4022744312896834,0.0023926274304611,True,0.2262953419995028
96,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.4022744312896834,0.0023926274304611,True,0.2540077019984892
97,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.4150885526538832,0.0011303252410438,True,0.2227738199999294
97,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.4150888542213091,0.0011303244429027,True,0.2482057319994055
98,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.6685407830483254,0.0042272338187417,True,0.2236345060009625
98,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.6685407942048254,0.0042272340632749,True,0.2470190679996449
99,one_hop,0.03,0.01,0.0,0.055,1.0,0.0,0.4809877366723453,0.0043314005020295,True,0.2257972509996761
99,sagereg,0.03,0.01,0.0,0.055,1.0,0.0,0.4809877035283099,0.0043314012598742,True,0.2496084390004398
100,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.2290069111827324,0.0067225582961286,True,0.2284782280003128
100,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.2290085423042367,0.0067224916481089,True,0.2509584990002622
101,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.3639155415789546,0.0008347616487622,True,0.2230358039996645
101,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.3639147574453089,0.0008347594682707,True,0.2499336609998863
102,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.4245396309607247,0.0052520736140278,True,0.2274946359993919
102,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.4245401890140263,0.0052520763264654,True,0.2530972380009189
103,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.4019976286582304,0.0049670546511175,True,0.222356738999224
103,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.4019974378754398,0.0049670522574837,True,0.2477972390006471
104,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.450259071042117,0.0069512609360702,True,0.2284864639987063
104,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.4502590036137678,0.0069512625324274,True,0.254727763000119
105,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.2329877622399942,0.0046566577456581,True,0.2268546499999502
105,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.2329837403322056,0.0046567332987302,True,0.2532888519999687
106,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.3814009411733048,0.0029429160654737,True,0.2210059429999091
106,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.3814006168209058,0.0029429158792646,True,0.2468995420003921
107,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.3562759162477183,0.0026541902142761,True,0.2241843349984265
107,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.3562759484105551,0.0026541906676425,True,0.251293765999435
108,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.5794024923515035,0.0033866482655923,True,0.2331296619995555
108,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.5794056200865374,0.0033866575941162,True,0.2574107559994445
109,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.3329095211413154,0.0021117067612343,True,0.2276384209999378
109,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.3329047268735013,0.002111737805423,True,0.2535815400005958
110,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.8854421530179145,0.0060664553237122,True,0.222209825000391
110,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.8854393876272156,0.0060664727650716,True,0.2463107509993278
111,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.0855215943185444,0.0023261567595037,True,0.2265353490001871
111,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.0855216080240756,0.0023261571018114,True,0.2532288130005327
112,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.3861408010268152,0.0061125559941088,True,0.2288913749998755
112,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.3861406832108102,0.0061125549558035,True,0.2547244179986592
113,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.5360188447836667,0.0061696356762061,True,0.2289774519995262
113,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.5365004540066161,0.0061803614847953,True,0.2538661769995087
114,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.7082194945318437,0.0029640438851057,True,0.2257176780003646
114,sagereg,0.03,0.01,0.0,0.055,1.0,0.25,0.7082196861116182,0.0029640400900539,True,0.2546616679992439
115,one_hop,0.03,0.01,0.0,0.055,1.0,0.25,0.2657354352253124,0.0023947619403564,True,0.2267946340016351
