method,inlier_ratio,noise_sigma,coherent_outlier_probability,coherent_outlier_spread,unary_separation,distractor_score_bonus,registration_recall,median_rotation_error_deg,median_translation_error,mean_runtime_seconds,evaluated_samples
one_hop,0.05,0.01,0.75,0.055,1.0,0.25,0.9,0.3332535965347607,0.0032868532147715002,0.22776513589969904,20
one_hop,0.05,0.01,0.75,0.2,0.0,0.0,0.0,128.03710711580024,0.7129692933927512,0.2522225439500289,20
one_hop,0.05,0.01,0.75,0.2,0.0,0.25,0.0,139.48713523669218,0.7011488395359271,0.2451445602499916,20
one_hop,0.05,0.01,0.75,0.2,0.5,0.0,0.0,98.61552193753977,0.7870440435232575,0.24949194350001558,20
one_hop,0.05,0.01,0.75,0.2,0.5,0.25,0.0,100.3742301251834,0.7124181226136951,0.24632026895014855,20
one_hop,0.05,0.01,0.75,0.2,1.0,0.0,0.0,111.38790416672124,0.7813717823249758,0.24646674080013323,20
one_hop,0.05,0.01,0.75,0.2,1.0,0.25,0.0,119.16572380750574,0.6460829605300006,0.24496704984976528,20
one_hop,0.05,0.01,0.75,0.8,0.0,0.0,0.0,86.19403693431829,0.6119464642995702,0.26579469554963,20
one_hop,0.05,0.01,0.75,0.8,0.0,0.25,0.0,122.99850689657151,0.6914152063842145,0.25622963744981464,20
one_hop,0.05,0.01,0.75,0.8,0.5,0.0,0.0,105.07209575002132,0.6146624328003063,0.26170400610035355,20
one_hop,0.05,0.01,0.75,0.8,0.5,0.25,0.0,98.58375474748584,0.5982726243599551,0.25684615365025815,20
one_hop,0.05,0.01,0.75,0.8,1.0,0.0,0.0,130.56193151585393,0.6192921440069425,0.2584243246999903,20
one_hop,0.05,0.01,0.75,0.8,1.0,0.25,0.0,94.56209682853091,0.6018953956266735,0.2551856541998859,20
one_hop,0.1,0.01,0.0,0.055,0.0,0.0,1.0,0.16108997199123853,0.00197649617468875,0.24417332650000384,20
one_hop,0.1,0.01,0.0,0.055,0.0,0.25,1.0,0.17284420908696674,0.0019418436620402,0.24352712159998186,20
one_hop,0.1,0.01,0.0,0.055,0.5,0.0,1.0,0.1902020170531454,0.0020867377085839,0.2362223057500159,20
one_hop,0.1,0.01,0.0,0.055,0.5,0.25,1.0,0.1765091305703544,0.0018307397142046,0.23592953104971454,20
one_hop,0.1,0.01,0.0,0.055,1.0,0.0,1.0,0.2170445498231976,0.00189543179387255,0.2313149956501547,20
one_hop,0.1,0.01,0.0,0.055,1.0,0.25,1.0,0.26752429633532904,0.0021739481060947,0.23047299244999517,20
one_hop,0.1,0.01,0.25,0.055,0.0,0.0,1.0,0.1472132207883185,0.0023244625390048,0.25406443899983056,20
one_hop,0.1,0.01,0.25,0.055,0.0,0.25,1.0,0.22866130574276938,0.0022132003984883,0.23771149210015205,20
one_hop,0.1,0.01,0.25,0.055,0.5,0.0,1.0,0.20229670263441565,0.0017121972083546499,0.24463438065013174,20
one_hop,0.1,0.01,0.25,0.055,0.5,0.25,1.0,0.19946603278114056,0.0024631212337354,0.22817593035015302,20
one_hop,0.1,0.01,0.25,0.055,1.0,0.0,1.0,0.20177879187937764,0.0019489729877666998,0.24088902564972153,20
one_hop,0.1,0.01,0.25,0.055,1.0,0.25,1.0,0.22719500228963757,0.00223914452131725,0.22032778014990978,20
one_hop,0.1,0.01,0.25,0.2,0.0,0.0,0.0,118.44210282921199,0.8011169787250864,0.2616453803498188,20
one_hop,0.1,0.01,0.25,0.2,0.0,0.25,0.0,121.51170108505616,0.6975679145288314,0.24334202675017874,20
one_hop,0.1,0.01,0.25,0.2,0.5,0.0,0.0,108.69071228823985,0.6636740355669606,0.25164959269995957,20
one_hop,0.1,0.01,0.25,0.2,0.5,0.25,0.0,118.91113333071345,0.5600357162418315,0.23078913045019359,20
one_hop,0.1,0.01,0.25,0.2,1.0,0.0,0.0,130.55623421322395,0.8032058159906531,0.2470495207000567,20
one_hop,0.1,0.01,0.25,0.2,1.0,0.25,0.0,106.2634094160918,0.6446753332029401,0.22462014059983626,20
one_hop,0.1,0.01,0.25,0.8,0.0,0.0,0.0,101.16924911630701,0.7532493397062874,0.2592734765499699,20
one_hop,0.1,0.01,0.25,0.8,0.0,0.25,0.0,119.35330514040099,0.6709756318130127,0.24396939110010857,20
one_hop,0.1,0.01,0.25,0.8,0.5,0.0,0.0,110.64840710619782,0.712573945117188,0.25285131999989974,20
one_hop,0.1,0.01,0.25,0.8,0.5,0.25,0.0,103.45924811923919,0.4986664225114601,0.23302669420017988,20
one_hop,0.1,0.01,0.25,0.8,1.0,0.0,0.0,120.43771116195254,0.6769033878646429,0.24854322850023886,20
one_hop,0.1,0.01,0.25,0.8,1.0,0.25,0.0,100.35656810136706,0.7277075046016236,0.22641187560011528,20
one_hop,0.1,0.01,0.5,0.055,0.0,0.0,1.0,0.16663159991146892,0.00219811720259345,0.24517537990004706,20
one_hop,0.1,0.01,0.5,0.055,0.0,0.25,1.0,0.2313171397393175,0.00230505534133605,0.23314861100006962,20
one_hop,0.1,0.01,0.5,0.055,0.5,0.0,1.0,0.18593453921592604,0.00204604282169555,0.23628038054994244,20
one_hop,0.1,0.01,0.5,0.055,0.5,0.25,1.0,0.1757929035511319,0.00206462128570265,0.22783590880017068,20
one_hop,0.1,0.01,0.5,0.055,1.0,0.0,1.0,0.22103183709808222,0.0024156590283419,0.23369102804972494,20
one_hop,0.1,0.01,0.5,0.055,1.0,0.25,1.0,0.16013765040362704,0.0022997195575963497,0.22233220075004279,20
one_hop,0.1,0.01,0.5,0.2,0.0,0.0,0.0,121.87690543862252,0.6392963556067415,0.2563697360999867,20
one_hop,0.1,0.01,0.5,0.2,0.0,0.25,0.0,126.6984545446252,0.72772352780663,0.24394413369991522,20
one_hop,0.1,0.01,0.5,0.2,0.5,0.0,0.0,110.85717654121424,0.6453498346720734,0.24902345804994183,20
one_hop,0.1,0.01,0.5,0.2,0.5,0.25,0.0,127.22095238556008,0.6036616009263325,0.23955394670019808,20
one_hop,0.1,0.01,0.5,0.2,1.0,0.0,0.0,117.81452997408888,0.6913525950399843,0.24583295894990437,20
one_hop,0.1,0.01,0.5,0.2,1.0,0.25,0.0,121.22711321520809,0.7550280369508182,0.2340050555498237,20
one_hop,0.1,0.01,0.5,0.8,0.0,0.0,0.0,104.13478979320078,0.6244625696082033,0.2628559933998076,20
one_hop,0.1,0.01,0.5,0.8,0.0,0.25,0.0,117.60340531111598,0.6714816904541221,0.24982407704974316,20
one_hop,0.1,0.01,0.5,0.8,0.5,0.0,0.0,119.68335881924286,0.5464816318736556,0.2575255115499203,20
one_hop,0.1,0.01,0.5,0.8,0.5,0.25,0.0,138.39631046900843,0.6075694936557665,0.2473104036498625,20
one_hop,0.1,0.01,0.5,0.8,1.0,0.0,0.0,130.73860376197135,0.7029706599970476,0.2535334733001037,20
one_hop,0.1,0.01,0.5,0.8,1.0,0.25,0.0,112.63457586190222,0.6943174058584836,0.2436511054002039,20
one_hop,0.1,0.01,0.75,0.055,0.0,0.0,1.0,0.19560865133448055,0.00229259256463995,0.23999400985012467,20
one_hop,0.1,0.01,0.75,0.055,0.0,0.25,1.0,0.1809018811409466,0.0021407830751231,0.24030253259952583,20
one_hop,0.1,0.01,0.75,0.055,0.5,0.0,1.0,0.15061450491650613,0.0021371291747998497,0.23287406124964033,20
one_hop,0.1,0.01,0.75,0.055,0.5,0.25,1.0,0.17270030988110005,0.0017875711558685,0.2354730227499203,20
one_hop,0.1,0.01,0.75,0.055,1.0,0.0,0.9,0.2903106221093358,0.002335449988422,0.2275367807498696,20
one_hop,0.1,0.01,0.75,0.055,1.0,0.25,1.0,0.14863278946854502,0.0016286543636591499,0.2310083915000177,20
one_hop,0.1,0.01,0.75,0.2,0.0,0.0,0.0,110.11599154839159,0.7050041140232468,0.2543088656497275,20
one_hop,0.1,0.01,0.75,0.2,0.0,0.25,0.0,107.1387727453363,0.8008983899992901,0.24879985270008542,20
one_hop,0.1,0.01,0.75,0.2,0.5,0.0,0.0,121.96723372196846,0.6180799422935781,0.2452638976497837,20
one_hop,0.1,0.01,0.75,0.2,0.5,0.25,0.0,112.6361984185601,0.704804449228857,0.24836240290005657,20
one_hop,0.1,0.01,0.75,0.2,1.0,0.0,0.0,142.96928419067086,0.602445222809439,0.24234291634975302,20
one_hop,0.1,0.01,0.75,0.2,1.0,0.25,0.0,126.98443315055759,0.7108161554680674,0.24368218860008706,20
one_hop,0.1,0.01,0.75,0.8,0.0,0.0,0.0,111.59930241286236,0.7409075225053251,0.26468531235013865,20
one_hop,0.1,0.01,0.75,0.8,0.0,0.25,0.0,91.80756822580402,0.6372400920671099,0.25823380480032937,20
one_hop,0.1,0.01,0.75,0.8,0.5,0.0,0.0,130.52398697194647,0.6181093122796428,0.2577364050503092,20
one_hop,0.1,0.01,0.75,0.8,0.5,0.25,0.0,121.71077735422321,0.5650893679637059,0.2565659545000017,20
one_hop,0.1,0.01,0.75,0.8,1.0,0.0,0.0,126.88274162196291,0.5836172838929656,0.250657795099778,20
one_hop,0.1,0.01,0.75,0.8,1.0,0.25,0.0,144.02785002441607,0.6949723329348643,0.2528058883499397,20
sagereg,0.03,0.01,0.0,0.055,0.0,0.0,1.0,0.37656042491478575,0.00342970626783015,0.25799222795021703,20
sagereg,0.03,0.01,0.0,0.055,0.0,0.25,1.0,0.36454122167453895,0.003172537724589,0.2548057832000268,20
sagereg,0.03,0.01,0.0,0.055,0.5,0.0,1.0,0.266204942483497,0.0033127803060280497,0.2516891895497792,20
sagereg,0.03,0.01,0.0,0.055,0.5,0.25,1.0,0.38773561473179474,0.003808410375743,0.2525773745498554,20
sagereg,0.03,0.01,0.0,0.055,1.0,0.0,1.0,0.5221957483859839,0.00377608696633415,0.2513332452499526,20
sagereg,0.03,0.01,0.0,0.055,1.0,0.25,1.0,0.38896210749955573,0.0042033945485376,0.25198208369993147,20
sagereg,0.03,0.01,0.25,0.055,0.0,0.0,0.1,105.73386562971665,0.7993116360413729,0.27312204560021197,20
sagereg,0.03,0.01,0.25,0.055,0.0,0.25,0.25,89.88722181835551,0.7034432683795231,0.2562851957000021,20
sagereg,0.03,0.01,0.25,0.055,0.5,0.0,0.05,114.17844312466224,0.7379420411942765,0.2719348562498453,20
sagereg,0.03,0.01,0.25,0.055,0.5,0.25,0.0,93.23968025493906,0.8983020243014913,0.25284208790026236,20
sagereg,0.03,0.01,0.25,0.055,1.0,0.0,0.25,97.42513539239091,0.6556803650776473,0.26893578415001684,20
sagereg,0.03,0.01,0.25,0.055,1.0,0.25,0.1,139.0365389382315,0.6301424046233157,0.2476611677999244,20
sagereg,0.03,0.01,0.25,0.2,0.0,0.0,0.0,140.62798915236434,0.7328500655347747,0.28514825300035224,20
sagereg,0.03,0.01,0.25,0.2,0.0,0.25,0.0,153.4798508760365,0.8156430061865886,0.2644365945003301,20
sagereg,0.03,0.01,0.25,0.2,0.5,0.0,0.0,114.54867320828687,0.5472765201246881,0.28191878340003307,20
sagereg,0.03,0.01,0.25,0.2,0.5,0.25,0.0,142.98526782045587,0.5840151846566046,0.26115556840004495,20
sagereg,0.03,0.01,0.25,0.2,1.0,0.0,0.0,125.30786761277085,0.6364276496026167,0.28028345354987316,20
sagereg,0.03,0.01,0.25,0.2,1.0,0.25,0.0,127.97545439072496,0.5881162190269169,0.25764428045004023,20
sagereg,0.03,0.01,0.25,0.8,0.0,0.0,0.0,137.9939780576217,0.7369687695109078,0.2869394066999121,20
sagereg,0.03,0.01,0.25,0.8,0.0,0.25,0.0,123.02409615807632,0.7358393562507759,0.26764068779993977,20
sagereg,0.03,0.01,0.25,0.8,0.5,0.0,0.0,139.30096880502109,0.7301979459129146,0.28339638014986124,20
sagereg,0.03,0.01,0.25,0.8,0.5,0.25,0.0,101.30178131773505,0.5724861694117171,0.2631899738997162,20
sagereg,0.03,0.01,0.25,0.8,1.0,0.0,0.0,123.40335010637341,0.6857357989989368,0.28251210784992503,20
sagereg,0.03,0.01,0.25,0.8,1.0,0.25,0.0,132.8444280373452,0.6023594755660243,0.2599390496500746,20
sagereg,0.03,0.01,0.5,0.055,0.0,0.0,0.1,136.6000966473424,1.0200348634477212,0.26113520299986703,20
sagereg,0.03,0.01,0.5,0.055,0.0,0.25,0.0,125.80650551757296,0.7714576323871027,0.2430415311000615,20
sagereg,0.03,0.01,0.5,0.055,0.5,0.0,0.0,99.5681480759749,1.1146743735805344,0.2600813084998662,20
sagereg,0.03,0.01,0.5,0.055,0.5,0.25,0.2,107.88869984459446,0.8132704952939709,0.2425799945999642,20
sagereg,0.03,0.01,0.5,0.055,1.0,0.0,0.15,83.05945089288005,0.70241887250246,0.26040210399996794,20
sagereg,0.03,0.01,0.5,0.055,1.0,0.25,0.1,116.9959730088557,0.8817659729002374,0.24432844404991552,20
sagereg,0.03,0.01,0.5,0.2,0.0,0.0,0.0,123.70520060601768,0.5754607242446319,0.27920589894984005,20
sagereg,0.03,0.01,0.5,0.2,0.0,0.25,0.0,110.5324563078475,0.6691637757212332,0.264156818650099,20
sagereg,0.03,0.01,0.5,0.2,0.5,0.0,0.0,116.79468290638718,0.6579607153695024,0.2822180545501396,20
sagereg,0.03,0.01,0.5,0.2,0.5,0.25,0.0,140.72280997662983,0.5788589955959624,0.26197981450013685,20
sagereg,0.03,0.01,0.5,0.2,1.0,0.0,0.0,121.69455817647952,0.6896216350712473,0.27774222464995546,20
sagereg,0.03,0.01,0.5,0.2,1.0,0.25,0.0,126.49979335215897,0.41782055178531796,0.2617299294500298,20
sagereg,0.03,0.01,0.5,0.8,0.0,0.0,0.0,115.05389060770489,0.6598402756441161,0.2929495247499289,20
sagereg,0.03,0.01,0.5,0.8,0.0,0.25,0.0,125.4874965772449,0.6998433799300515,0.2765959126999405,20
sagereg,0.03,0.01,0.5,0.8,0.5,0.0,0.0,130.02800370487063,0.6361406206647647,0.29380910720001335,20
sagereg,0.03,0.01,0.5,0.8,0.5,0.25,0.0,119.26231317001039,0.696996430546462,0.27598515095023685,20
sagereg,0.03,0.01,0.5,0.8,1.0,0.0,0.0,139.67861505379693,0.6251321413307149,0.29241478115009156,20
sagereg,0.03,0.01,0.5,0.8,1.0,0.25,0.0,141.3072621106857,0.6242048862121146,0.27370613754974327,20
sagereg,0.03,0.01,0.75,0.055,0.0,0.0,0.15,109.49391094599531,1.024296210625943,0.25635163319993803,20
sagereg,0.03,0.01,0.75,0.055,0.0,0.25,0.25,116.19807228271571,0.5626449540496827,0.26021988780003086,20
sagereg,0.03,0.01,0.75,0.055,0.5,0.0,0.0,122.30572468583516,0.9172668458072114,0.25942837605007296,20
