trial,method,inlier_ratio,noise_sigma,rotation_error_deg,translation_error,success,runtime_seconds
12,one_hop,0.02,0.005,15.235262072445078,0.5649990153274058,False,0.2298451099999852
12,sagereg,0.02,0.005,14.984042202316658,0.5674861537197584,False,0.258375252999997
13,one_hop,0.02,0.005,112.9533442623973,0.9900674416328478,False,0.2233640430000036
13,sagereg,0.02,0.005,112.6429116085466,0.9954709531822028,False,0.2518644219999828
14,one_hop,0.02,0.005,0.186108135915589,0.0017622850762949,True,0.222616768000023
14,sagereg,0.02,0.005,0.1861081355200017,0.001762285071476,True,0.2520647099999564
15,one_hop,0.02,0.005,163.12307423114638,0.9105121550734732,False,0.2214784220000183
15,sagereg,0.02,0.005,116.35176213266992,0.803954698372876,False,0.2491632179999783
16,one_hop,0.02,0.005,125.61984338890032,0.3283253357749506,False,0.2276771370000005
16,sagereg,0.02,0.005,125.61985673871636,0.3283253424339453,False,0.256897016000039
17,one_hop,0.02,0.005,125.65135807074788,0.2226595762273144,False,0.2236634150000327
17,sagereg,0.02,0.005,110.30891278651852,0.2796619195645822,False,0.2517578609999873
18,one_hop,0.02,0.005,108.10395235738346,1.2690816633471718,False,0.2175129699999729
18,sagereg,0.02,0.005,108.10400299379695,1.2690759908917446,False,0.2457757499999502
19,one_hop,0.02,0.005,135.1549086402951,1.1944497421775355,False,0.2187104150000323
19,sagereg,0.02,0.005,135.17571955809493,1.194131917082435,False,0.2477595689999816
20,one_hop,0.02,0.005,0.2944937336038288,0.0046534053762746,True,0.2122363340000106
20,sagereg,0.02,0.005,0.2944937321459325,0.0046534053962431,True,0.2403226149999682
21,one_hop,0.02,0.005,0.2124559768799838,0.0057259046888724,True,0.2161210290000212
21,sagereg,0.02,0.005,0.2124559761937888,0.0057259046441666,True,0.2438383319999957
22,one_hop,0.02,0.005,59.944109193263934,0.5446290940965718,False,0.2120154490000345
22,sagereg,0.02,0.005,59.91129762964712,0.5446957015594877,False,0.2403709880000519
23,one_hop,0.02,0.005,0.120148757898199,0.000943421940089,True,0.2213127459999668
23,sagereg,0.02,0.005,0.1201487632674015,0.0009434219779085,True,0.2501336000000265
24,one_hop,0.02,0.005,0.1572722137324759,0.0017264454681857,True,0.2152963049999812
24,sagereg,0.02,0.005,0.1572722134914646,0.0017264454621326,True,0.2431010690000334
25,one_hop,0.02,0.005,0.5545881391370239,0.0059157651598833,True,0.22098212100002
25,sagereg,0.02,0.005,0.5545881381275782,0.0059157651295487,True,0.249523474
26,one_hop,0.02,0.005,156.77416079108394,1.6251555703609606,False,0.2168029350000324
26,sagereg,0.02,0.005,154.90236355324282,1.690577789101364,False,0.2457239249999929
27,one_hop,0.02,0.005,162.55649725540815,0.6344033393083962,False,0.2175113339999939
27,sagereg,0.02,0.005,162.0201006756309,0.6428316633781928,False,0.2450127089999796
28,one_hop,0.02,0.005,143.6716935458143,0.8889291661235889,False,0.2161868700000013
28,sagereg,0.02,0.005,0.0973287118589928,0.002995486666133,True,0.2456877410000402
29,one_hop,0.02,0.005,161.328680415293,0.7473463602503032,False,0.2297353689999681
29,sagereg,0.02,0.005,161.3560279473436,0.7406584346054621,False,0.2592396379999968
30,one_hop,0.02,0.005,0.1091798674551974,0.0026952651850434,True,0.2143748540000274
30,sagereg,0.02,0.005,15.211172867036522,0.1886779966652425,False,0.2428009589999646
31,one_hop,0.02,0.005,0.127501868049455,0.0016502344327534,True,0.2112532769999688
31,sagereg,0.02,0.005,0.1275018681923804,0.0016502344282297,True,0.2405364730000201
32,one_hop,0.02,0.005,113.69666790140008,0.9542518719061772,False,0.2258242169999675
32,sagereg,0.02,0.005,112.46334611145124,0.9583140792708512,False,0.2545567939999955
33,one_hop,0.02,0.005,138.78131220247784,0.8309674750640755,False,0.2192755180000176
33,sagereg,0.02,0.005,138.78199267727544,0.830987620711735,False,0.2472659079999744
34,one_hop,0.02,0.005,0.2134607039341347,0.0020753679371541,True,0.2108537269999715
34,sagereg,0.02,0.005,0.2134607027969977,0.0020753679503091,True,0.2395542849999969
35,one_hop,0.02,0.005,164.0584584386659,0.6018729528970711,False,0.2157274440000378
35,sagereg,0.02,0.005,0.2964230683290392,0.0025477364948181,True,0.2446077380000133
36,one_hop,0.02,0.005,169.2711619317954,1.4906941494197994,False,0.2195950009999592
36,sagereg,0.02,0.005,165.87703340616946,1.492513348040459,False,0.2490125979999788
37,one_hop,0.02,0.005,96.1324153850478,0.1568309498972256,False,0.2217489349999937
37,sagereg,0.02,0.005,150.93613507720312,1.0366619198568074,False,0.2515708600000153
38,one_hop,0.02,0.005,0.1667764592952341,0.0012390504034074,True,0.2133347949999802
38,sagereg,0.02,0.005,0.166776460431617,0.0012390504013469,True,0.2410782169999947
39,one_hop,0.02,0.005,104.35293163591234,0.8853067565951231,False,0.2105430569999953
39,sagereg,0.02,0.005,107.47179678862516,0.8889363072987578,False,0.2381657610000047
40,one_hop,0.02,0.005,0.1847323449904294,0.0024875054442409,True,0.2118009249999772
40,sagereg,0.02,0.005,156.39171432541752,0.8508012197173147,False,0.2396307799999704
41,one_hop,0.02,0.005,142.6157196153324,2.023850048130879,False,0.2128314459999956
41,sagereg,0.02,0.005,144.89951889283995,2.035667492023092,False,0.2401108259999773
42,one_hop,0.02,0.005,109.31041193127014,0.5449028920829823,False,0.2247471669999754
42,sagereg,0.02,0.005,177.5583859894669,0.9956022781247654,False,0.2531850610000106
43,one_hop,0.02,0.005,160.09165901159892,0.9166659277249972,False,0.216075289999992
43,sagereg,0.02,0.005,0.1948226880101078,0.0017067527375674,True,0.2440848350000237
44,one_hop,0.02,0.005,0.1812295955776397,0.0015933753220193,True,0.2191922950000275
44,sagereg,0.02,0.005,0.1812295954167541,0.001593375318451,True,0.2469356970000262
45,one_hop,0.02,0.005,91.58157766730322,0.3856314448380437,False,0.2219825789999845
45,sagereg,0.02,0.005,0.1605593141774872,0.0011050902869547,True,0.250785105000034
46,one_hop,0.02,0.005,89.34937587525607,1.743024784119837,False,0.2143186650000075
46,sagereg,0.02,0.005,93.99708304842451,1.7202513789893752,False,0.2416254610000123
47,one_hop,0.02,0.005,0.420717651316263,0.0069602683899406,True,0.2208385099999645
47,sagereg,0.02,0.005,0.4207176520508859,0.0069602684065669,True,0.2496611369999755
48,one_hop,0.02,0.005,0.1705332516045247,0.0031254232696423,True,0.2172432670000148
48,sagereg,0.02,0.005,0.1705332521772968,0.0031254232710768,True,0.2453283389999683
49,one_hop,0.02,0.005,0.3586577837942478,0.0035633365995153,True,0.2156461040000294
49,sagereg,0.02,0.005,0.3586577859973637,0.0035633365545678,True,0.2451191910000147
50,one_hop,0.02,0.01,158.14112085513236,0.7756009771164079,False,0.2245190180000236
50,sagereg,0.02,0.01,157.7452851554623,0.7894900277945844,False,0.2528158560000406
51,one_hop,0.02,0.01,142.47099136193108,1.2435113594549234,False,0.2138725389999649
51,sagereg,0.02,0.01,141.84657328376548,1.2436063683276428,False,0.2425166490000379
52,one_hop,0.02,0.01,164.47263727393636,1.5732193989956196,False,0.2196977549999701
52,sagereg,0.02,0.01,163.3872765227396,1.9061439997666876,False,0.2471767579999664
53,one_hop,0.02,0.01,0.3986440432958282,0.0051473645929822,True,0.2196128840000142
53,sagereg,0.02,0.01,177.91876413575366,0.373732020140564,False,0.2461220540000113
54,one_hop,0.02,0.01,107.15962601941624,0.7501843253843179,False,0.2210756620000324
54,sagereg,0.02,0.01,108.2535522069798,0.7710943586222773,False,0.2489405559999795
55,one_hop,0.02,0.01,0.2975614287563979,0.0039075218606436,True,0.2228792210000278
55,sagereg,0.02,0.01,85.38932066105902,1.5085161804623126,False,0.2514594740000007
56,one_hop,0.02,0.01,0.5143545105069087,0.0035562279834432,True,0.2178922589999956
56,sagereg,0.02,0.01,0.5143544828178057,0.0035562275372578,True,0.2471878129999822
57,one_hop,0.02,0.01,168.49981422423065,0.5040129176843314,False,0.2190983620000111
57,sagereg,0.02,0.01,168.72435227275764,0.5540501872663625,False,0.2483970989999875
58,one_hop,0.02,0.01,0.4500117208450169,0.0025379229256054,True,0.2200376409999762
58,sagereg,0.02,0.01,0.4500117071575575,0.0025379229627607,True,0.249778311
59,one_hop,0.02,0.01,59.91765848085055,0.4318573571763385,False,0.2254456919999938
59,sagereg,0.02,0.01,59.64542175920295,0.4338513779100831,False,0.2544557209999993
60,one_hop,0.02,0.01,154.95239977477058,1.2302512461202666,False,0.215495642999997
60,sagereg,0.02,0.01,151.4160746070375,1.2698152902007385,False,0.243114343000002
61,one_hop,0.02,0.01,0.5686367782950321,0.0044465180778087,True,0.2223872679999772
61,sagereg,0.02,0.01,0.5686367753389466,0.0044465169385486,True,0.2511332409999909
62,one_hop,0.02,0.01,162.46508614482795,1.2738595620418185,False,0.2204389990000095
62,sagereg,0.02,0.01,162.42681661592408,1.274163539638334,False,0.2498473070000386
63,one_hop,0.02,0.01,130.87914928319566,1.2568191356363136,False,0.2203321680000272
63,sagereg,0.02,0.01,130.20258656443764,1.2554860569530517,False,0.2473861870000178
64,one_hop,0.02,0.01,0.5925877434663255,0.0098240693706029,True,0.2178980460000161
64,sagereg,0.02,0.01,0.5925877434909276,0.0098240693824631,True,0.2462324329999887
65,one_hop,0.02,0.01,127.50296041288696,1.0995424058074588,False,0.2157055480000167
65,sagereg,0.02,0.01,128.60969064147872,1.1268689336985802,False,0.2449478500000168
66,one_hop,0.02,0.01,0.285391129390413,0.0036330152713276,True,0.2224288879999676
66,sagereg,0.02,0.01,0.2853909955017101,0.0036330162469827,True,0.2512630090000129
67,one_hop,0.02,0.01,114.03005426908187,0.5709606393300662,False,0.2183511790000238
67,sagereg,0.02,0.01,167.86198104885074,1.279895939009894,False,0.2472682939999799
68,one_hop,0.02,0.01,0.9000581283436836,0.0038226453185636,True,0.2191858509999633
68,sagereg,0.02,0.01,0.9000582069163812,0.0038226440817561,True,0.2477130430000329
69,one_hop,0.02,0.01,84.64428406353308,0.7139093451513928,False,0.2174099490000003
69,sagereg,0.02,0.01,102.15409050745168,0.6267190951558474,False,0.2460395159999961
70,one_hop,0.02,0.01,0.5415724224390283,0.0053794697616261,True,0.2165886570000452
70,sagereg,0.02,0.01,0.5415724376498363,0.0053794700642432,True,0.2456481350000103
71,one_hop,0.02,0.01,0.2737817511612421,0.0015902733647396,True,0.2188311349999594
71,sagereg,0.02,0.01,0.2737817569174747,0.0015902749817875,True,0.2473948409999593
72,one_hop,0.02,0.01,171.45084802399634,1.0610272972523334,False,0.218244535999986
72,sagereg,0.02,0.01,173.74919410182142,1.072526757900318,False,0.2449622749999775
73,one_hop,0.02,0.01,0.4277462331195313,0.0015651408787272,True,0.2211286499999687
73,sagereg,0.02,0.01,0.4277462235644609,0.0015651409952637,True,0.2495897890000264
74,one_hop,0.02,0.01,0.1933968242097132,0.005557588527349,True,0.2227195639999877
74,sagereg,0.02,0.01,0.1933969580577355,0.0055575877411851,True,0.2501573719999896
75,one_hop,0.02,0.01,108.7484514590432,1.3939619447744016,False,0.2188252720000036
75,sagereg,0.02,0.01,109.44599079378344,1.371558070668501,False,0.2461333409999611
76,one_hop,0.02,0.01,114.0588604116595,0.5238057789194948,False,0.2232514540000352
76,sagereg,0.02,0.01,168.33330326756854,0.861091045987719,False,0.2533196690000068
77,one_hop,0.02,0.01,81.16479847574232,1.5673448999565538,False,0.2176954010000145
77,sagereg,0.02,0.01,79.63969317358718,1.5604559166682976,False,0.246454443999994
78,one_hop,0.02,0.01,110.680641006611,1.0187693371522537,False,0.2184069610000278
78,sagereg,0.02,0.01,110.61561686813542,1.018843865565316,False,0.2473782380000102
79,one_hop,0.02,0.01,0.8876351055870207,0.0113981802168781,True,0.2218494100000043
79,sagereg,0.02,0.01,0.8876353167368272,0.0113981667013022,True,0.2521710999999982
80,one_hop,0.02,0.01,126.7256568729446,0.5536226648310653,False,0.2186689200000273
80,sagereg,0.02,0.01,142.19700741244947,0.6469098292954701,False,0.2471089570000231
81,one_hop,0.02,0.01,0.8094619395799794,0.0075694625857727,True,0.2207605790000002
81,sagereg,0.02,0.01,160.81341653509543,0.9260548105646172,False,0.2506745289999799
82,one_hop,0.02,0.01,132.76143339303906,0.4979643100553673,False,0.2190879480000376
82,sagereg,0.02,0.01,14.134645836118503,0.0663092430767385,False,0.2480185329999926
83,one_hop,0.02,0.01,168.33420801148932,1.9580508194020805,False,0.2197462899999891
83,sagereg,0.02,0.01,162.1334868780941,2.091551727083302,False,0.2472129829999971
84,one_hop,0.02,0.01,91.59941379227826,1.6308225934222,False,0.2144226509999498
84,sagereg,0.02,0.01,172.07982267427326,0.7301116899210423,False,0.243572467999968
85,one_hop,0.02,0.01,0.2159670785167672,0.0054925589253794,True,0.2216852299999914
85,sagereg,0.02,0.01,0.2159630200420104,0.0054925838928736,True,0.2510995900000239
86,one_hop,0.02,0.01,111.2707814557654,0.6960401877722358,False,0.2163038119999782
86,sagereg,0.02,0.01,160.15957853320234,0.2866090399670563,False,0.2441812509999863
87,one_hop,0.02,0.01,145.03297219004307,0.5599496470764588,False,0.219588793000014
87,sagereg,0.02,0.01,147.65417402519392,0.5683760095320698,False,0.2480840730000295
88,one_hop,0.02,0.01,0.2013774966061074,0.0035720114142388,True,0.2237105809999775
88,sagereg,0.02,0.01,0.2013778803869694,0.0035720152690233,True,0.2527803679999465
89,one_hop,0.02,0.01,0.4127797504300997,0.0011277081737082,True,0.214997621000009
89,sagereg,0.02,0.01,0.4127780524986935,0.0011276319775126,True,0.2429830120000247
90,one_hop,0.02,0.01,172.948364029066,0.6824057904204311,False,0.2233998209999868
90,sagereg,0.02,0.01,161.5706346695002,0.731349501456542,False,0.2513780399999632
91,one_hop,0.02,0.01,156.9123126941477,2.1546259222151765,False,0.2154733830000168
91,sagereg,0.02,0.01,161.9978866324468,2.170258270698263,False,0.2430433730000345
92,one_hop,0.02,0.01,116.30245194991842,1.0480838245343067,False,0.2191831869999987
92,sagereg,0.02,0.01,96.69286935835076,0.9744975752543682,False,0.2470645110000191
93,one_hop,0.02,0.01,127.847406974303,0.7672648922543822,False,0.2178614280000488
93,sagereg,0.02,0.01,134.6272830370675,0.698593665300852,False,0.2451865979999752
94,one_hop,0.02,0.01,172.06972762558863,0.8958735630704958,False,0.218589484000006
94,sagereg,0.02,0.01,101.09294915132284,0.3518343986156115,False,0.2476092470000139
95,one_hop,0.02,0.01,100.04099015496296,1.1873160061181625,False,0.2209332190000168
95,sagereg,0.02,0.01,152.65685864254027,0.8489519664398549,False,0.2492234300000291
96,one_hop,0.02,0.01,86.1022573688531,1.4278437560467436,False,0.2217884919999733
96,sagereg,0.02,0.01,86.10818285989721,1.4280204336379734,False,0.252069457999994
97,one_hop,0.02,0.01,134.403395018161,1.2706914364060928,False,0.2184240209999757
97,sagereg,0.02,0.01,142.8819220074671,1.3088819861187402,False,0.2472387219999632
98,one_hop,0.02,0.01,138.89402987364986,0.671420928076147,False,0.2197400539999989
98,sagereg,0.02,0.01,158.06239415050425,0.6880370603309124,False,0.2484585760000186
99,one_hop,0.02,0.01,120.2683529898016,1.3820940128147416,False,0.2226761339999825
99,sagereg,0.02,0.01,120.2757353592276,1.3816095086727118,False,0.2511935530000073
100,one_hop,0.02,0.02,85.82875477144832,1.1769140347946851,False,0.2138068009999756
100,sagereg,0.02,0.02,89.01301173604183,1.1984322039685984,False,0.2437254699999584
101,one_hop,0.02,0.02,132.3493587681352,1.560188663213094,False,0.2188379199999985
101,sagereg,0.02,0.02,122.62416923429664,0.9053643057223824,False,0.2458743599999593
102,one_hop,0.02,0.02,142.5445513532401,0.7215285884143734,False,0.2238425360000064
102,sagereg,0.02,0.02,144.1627871706495,0.7181299344566835,False,0.2521383870000022
103,one_hop,0.02,0.02,145.00239069829425,1.0446302026552703,False,0.2224006939999867
103,sagereg,0.02,0.02,144.9555325181316,1.041792030708954,False,0.2508487220000006
104,one_hop,0.02,0.02,132.53110550044707,1.183685927288148,False,0.2173303220000093
104,sagereg,0.02,0.02,158.94614540609555,1.0876022973888564,False,0.2440615219999813
105,one_hop,0.02,0.02,21.92809475906392,0.4716333894831932,False,0.2175834509999958
105,sagereg,0.02,0.02,134.83831216130866,1.39926378416328,False,0.2456724159999908
106,one_hop,0.02,0.02,113.176850804057,0.4673892868570491,False,0.2142746849999639
106,sagereg,0.02,0.02,74.07613464220073,0.9051381827158402,False,0.2428241090000256
107,one_hop,0.02,0.02,127.3219615010806,1.480969385001533,False,0.2209464790000197
107,sagereg,0.02,0.02,126.71741742583094,1.2643823777118255,False,0.2493858739999837
108,one_hop,0.02,0.02,170.25289519922248,0.3534252929034058,False,0.2243428579999999
108,sagereg,0.02,0.02,177.89831580881912,0.3451963876645842,False,0.2515747040000065
109,one_hop,0.02,0.02,90.69386468418928,1.310437886936366,False,0.2201274349999948
109,sagereg,0.02,0.02,92.72984477194264,1.2888640766976975,False,0.247258773999988
110,one_hop,0.02,0.02,144.4985033035758,0.9250812209762762,False,0.2149418129999958
110,sagereg,0.02,0.02,1.3957618269649306,0.0109711332724228,True,0.2438541380000174
111,one_hop,0.02,0.02,75.0946851347725,0.4964099674635573,False,0.2187286090000384
111,sagereg,0.02,0.02,73.67249317293182,0.5222517752122048,False,0.2463458150000406
112,one_hop,0.02,0.02,116.06864273175776,0.3628915150321347,False,0.2240087239999866
112,sagereg,0.02,0.02,177.62291598770625,0.7073465927541135,False,0.2529237349999675
113,one_hop,0.02,0.02,47.02258548500935,0.9931751565901912,False,0.2194529799999713
113,sagereg,0.02,0.02,63.93494595995858,0.8690818668410164,False,0.2520089380000172
114,one_hop,0.02,0.02,80.6918728256423,0.8685539769395129,False,0.2161614199999917
114,sagereg,0.02,0.02,80.10928944274858,0.8689109070908122,False,0.2440197699999657
115,one_hop,0.02,0.02,73.97234185338327,1.047097343019814,False,0.2200200789999939
115,sagereg,0.02,0.02,83.10974927239558,0.8783781050304437,False,0.2492811860000188
116,one_hop,0.02,0.02,160.1711349560772,0.4445071286482996,False,0.2169519790000436
116,sagereg,0.02,0.02,161.35154434857876,0.9473936648950116,False,0.2440124920000244
117,one_hop,0.02,0.02,92.19073351686424,0.8666755871613255,False,0.2251782970000135
117,sagereg,0.02,0.02,125.23172652994744,1.1743661266234435,False,0.2535567660000311
118,one_hop,0.02,0.02,169.83469161930893,0.5086437772536726,False,0.2222378409999805
118,sagereg,0.02,0.02,168.8179783442814,0.5024017833066643,False,0.2511282869999718
119,one_hop,0.02,0.02,116.02301226219936,0.8777039062564678,False,0.2195185289999699
119,sagereg,0.02,0.02,115.9695865309512,0.8839781220552264,False,0.2480169620000083
120,one_hop,0.02,0.02,67.25403325501438,1.261545681006816,False,0.2163261229999875
120,sagereg,0.02,0.02,79.96889918446149,1.4716086009301337,False,0.2454705960000183
121,one_hop,0.02,0.02,161.2738271561783,0.2230627678287623,False,0.2209889650000036
121,sagereg,0.02,0.02,157.1290435395615,0.2129889371146793,False,0.2485237459999894
122,one_hop,0.02,0.02,46.31703664532736,0.7124350510956717,False,0.2194161150000013
122,sagereg,0.02,0.02,45.64512265096909,0.7087761007690814,False,0.2481234009999866
123,one_hop,0.02,0.02,103.85275788940896,1.2353569687897854,False,0.2155173849999982
123,sagereg,0.02,0.02,124.24793156640996,1.015370873833057,False,0.2441368579999903
124,one_hop,0.02,0.02,65.66298429911528,1.4689133397556962,False,0.2194295670000201
124,sagereg,0.02,0.02,75.4621312348939,1.506549571103047,False,0.2489313289999586
125,one_hop,0.02,0.02,169.67578544645585,0.479880148269269,False,0.2199372620000304
125,sagereg,0.02,0.02,156.85746683004538,0.6410509286205359,False,0.2490527400000246
126,one_hop,0.02,0.02,148.87285995468915,0.69390863868928,False,0.2192674209999836
126,sagereg,0.02,0.02,131.769615885582,0.8094705764646803,False,0.2471577069999853
127,one_hop,0.02,0.02,76.56193052070053,0.7041025506059806,False,0.2240803010000149
127,sagereg,0.02,0.02,73.1651690725273,0.7205705983920729,False,0.2513155949999941
128,one_hop,0.02,0.02,103.34987863332816,0.8646806479826785,False,0.2146665789999815
128,sagereg,0.02,0.02,97.55106933231043,1.1676882203624712,False,0.2424173649999943
129,one_hop,0.02,0.02,114.04435031322768,0.128228152655708,False,0.2271003629999768
129,sagereg,0.02,0.02,68.77474012001971,0.1730459021937564,False,0.2561758680000139
130,one_hop,0.02,0.02,168.6587476311773,0.9450933116821754,False,0.2157828599999902
130,sagereg,0.02,0.02,163.39141932599148,1.1465960614626116,False,0.2440927240000405
131,one_hop,0.02,0.02,154.67844446037927,0.698231965372361,False,0.2143623800000114
131,sagereg,0.02,0.02,141.00705706102994,0.7564330466408954,False,0.241086236000001
132,one_hop,0.02,0.02,144.67496697491208,0.7473866405862506,False,0.2208711369999605
132,sagereg,0.02,0.02,167.53718033239917,0.4508462235939308,False,0.2476685110000289
133,one_hop,0.02,0.02,157.51245855829058,0.5512753906428374,False,0.2202846110000109
133,sagereg,0.02,0.02,66.42884534277789,0.8062343829528158,False,0.2495358589999909
134,one_hop,0.02,0.02,153.16066243604877,1.188752791646701,False,0.2166890350000017
134,sagereg,0.02,0.02,152.18599510178413,1.1946015084328356,False,0.2451421700000082
135,one_hop,0.02,0.02,147.73523743082396,0.9736402573528086,False,0.2247497829999929
135,sagereg,0.02,0.02,76.84190270347419,1.1004216416520702,False,0.2522531959999696
136,one_hop,0.02,0.02,47.4022121749848,0.3434407854756482,False,0.2226581730000134
136,sagereg,0.02,0.02,103.63495022326286,0.7023896560030692,False,0.2511163390000206
137,one_hop,0.02,0.02,134.21673816450576,0.8792120003374244,False,0.2202745779999873
137,sagereg,0.02,0.02,118.43544257014074,0.5845911173236167,False,0.2500054310000337
138,one_hop,0.02,0.02,105.93132832513248,0.8178064911900741,False,0.2230332159999761
138,sagereg,0.02,0.02,95.30372819234331,1.3078060882084763,False,0.2503665709999723
139,one_hop,0.02,0.02,74.23212616527564,0.7941136770710828,False,0.2203724980000174
139,sagereg,0.02,0.02,74.1083432196075,0.7851510377842098,False,0.2480180910000058
140,one_hop,0.02,0.02,75.97225146299952,0.657181291960597,False,0.2212357210000277
140,sagereg,0.02,0.02,176.01063147386424,0.9494436165415232,False,0.2500299860000154
141,one_hop,0.02,0.02,173.39561881327177,0.8396133911489134,False,0.2249510799999825
141,sagereg,0.02,0.02,176.49523830897226,1.627032007043546,False,0.2515272269999968
142,one_hop,0.02,0.02,144.27373618409348,0.9074664453021488,False,0.2162417299999788
142,sagereg,0.02,0.02,143.757005090926,0.9091432312538535,False,0.2437296120000383
143,one_hop,0.02,0.02,170.6251788949388,0.8385369182349516,False,0.2267723609999734
143,sagereg,0.02,0.02,170.60590554164585,0.8364229844807984,False,0.2545789469999704
144,one_hop,0.02,0.02,37.83232244046071,0.6953021630095673,False,0.215332558
144,sagereg,0.02,0.02,77.06015242469644,0.2914832959488295,False,0.244120080000016
145,one_hop,0.02,0.02,107.34545056282349,1.704257492106278,False,0.2190743770000267
145,sagereg,0.02,0.02,106.82881933823946,1.6982930100508091,False,0.2471754949999649
146,one_hop,0.02,0.02,112.90765039734649,0.5509302688589272,False,0.2209579610000105
146,sagereg,0.02,0.02,64.15919194373787,0.713043996204941,False,0.249326572999962
147,one_hop,0.02,0.02,105.37277515610616,1.0719577820352784,False,0.2214440010000089
147,sagereg,0.02,0.02,105.37151438772304,1.0719840759832195,False,0.2503070010000101
148,one_hop,0.02,0.02,41.36174196102202,0.6395346233568081,False,0.2251192800000012
148,sagereg,0.02,0.02,41.57631101762309,0.6344107552792617,False,0.2523692629999914
149,one_hop,0.02,0.02,163.1400149154883,0.5863405411547208,False,0.2225348380000014
149,sagereg,0.02,0.02,150.952853492698,0.533566897512858,False,0.2500323979999734
150,one_hop,0.03,0.005,0.0988522934389109,0.0008981294546652,True,0.2187843329999736
150,sagereg,0.03,0.005,0.0988522932545627,0.0008981294579701,True,0.2486041700000214
151,one_hop,0.03,0.005,102.05523432869344,0.3689848042055999,False,0.2193342909999955
151,sagereg,0.03,0.005,0.3594491184137096,0.002881292953889,True,0.2476637849999861
152,one_hop,0.03,0.005,0.212621421089764,0.0030954426627007,True,0.2196716999999921
152,sagereg,0.03,0.005,0.2126214211034773,0.0030954426586044,True,0.2472670660000062
153,one_hop,0.03,0.005,177.7971652005403,0.6625123562711379,False,0.2231187159999876
153,sagereg,0.03,0.005,0.1901711390452084,0.0004011829615639,True,0.250936304999982
154,one_hop,0.03,0.005,62.33275075894687,0.8739905576745173,False,0.2214972219999822
154,sagereg,0.03,0.005,62.9926420198104,0.8577088601123101,False,0.247791186000029
155,one_hop,0.03,0.005,0.212176188355402,0.0025080384096552,True,0.2183039170000142
155,sagereg,0.03,0.005,0.2121761875892857,0.0025080384009574,True,0.2477819099999578
156,one_hop,0.03,0.005,130.7001719866884,1.495140510144566,False,0.2195450129999585
156,sagereg,0.03,0.005,127.24498362127105,1.4831802342393807,False,0.2454516930000068
157,one_hop,0.03,0.005,91.96913022560284,1.1110280258353715,False,0.2173969049999868
157,sagereg,0.03,0.005,105.1856183365326,1.2084594594056817,False,0.2454674969999928
158,one_hop,0.03,0.005,168.72349781699953,1.4488522869865856,False,0.2203331339999863
158,sagereg,0.03,0.005,0.3086321941946843,0.0016576741627603,True,0.2477638710000178
159,one_hop,0.03,0.005,0.0932742668865818,0.0024189625827398,True,0.2194811440000421
159,sagereg,0.03,0.005,0.0932742668396923,0.0024189625838545,True,0.2476796850000369
160,one_hop,0.03,0.005,0.2062436063000668,0.0026733020184324,True,0.2144882219999999
160,sagereg,0.03,0.005,0.2062436053599375,0.0026733020124333,True,0.2422067110000512
161,one_hop,0.03,0.005,0.2069217816399695,0.0029401219222463,True,0.2187809640000182
